Strategy name,Entry time,Symbol,Exit time,PnL,1 minute MACD,1 minute RSI,1 minute KDJ,1 minute EMA,1 minute MA,1 minute TSI,1 minute SuperTrend Vs DEMA,1 minute Bollinger,3 minutes MACD,3 minutes RSI,3 minutes KDJ,3 minutes EMA,3 minutes MA,3 minutes TSI,3 minutes SuperTrend Vs DEMA,3 minutes Bollinger,5 minutes MACD,5 minutes RSI,5 minutes KDJ,5 minutes EMA,5 minutes MA,5 minutes TSI,5 minutes SuperTrend Vs DEMA,5 minutes Bollinger,15 minutes MACD,15 minutes RSI,15 minutes KDJ,15 minutes EMA,15 minutes MA,15 minutes TSI,15 minutes SuperTrend Vs DEMA,15 minutes Bollinger,30 minutes MACD,30 minutes RSI,30 minutes KDJ,30 minutes EMA,30 minutes MA,30 minutes TSI,30 minutes SuperTrend Vs DEMA,30 minutes Bollinger,1 hour MACD,1 hour RSI,1 hour KDJ,1 hour EMA,1 hour MA,1 hour TSI,1 hour SuperTrend Vs DEMA,1 hour Bollinger,2 hours MACD,2 hours RSI,2 hours KDJ,2 hours EMA,2 hours MA,2 hours TSI,2 hours SuperTrend Vs DEMA,2 hours Bollinger,4 hours MACD,4 hours RSI,4 hours KDJ,4 hours EMA,4 hours MA,4 hours TSI,4 hours SuperTrend Vs DEMA,4 hours Bollinger,6 hours MACD,6 hours RSI,6 hours KDJ,6 hours EMA,6 hours MA,6 hours TSI,6 hours SuperTrend Vs DEMA,6 hours Bollinger,8 hours MACD,8 hours RSI,8 hours KDJ,8 hours EMA,8 hours MA,8 hours TSI,8 hours SuperTrend Vs DEMA,8 hours Bollinger,12 hours MACD,12 hours RSI,12 hours KDJ,12 hours EMA,12 hours MA,12 hours TSI,12 hours SuperTrend Vs DEMA,12 hours Bollinger,1 day MACD,1 day RSI,1 day KDJ,1 day EMA,1 day MA,1 day TSI,1 day SuperTrend Vs DEMA,1 day Bollinger,3 days MACD,3 days RSI,3 days KDJ,3 days EMA,3 days MA,3 days TSI,3 days SuperTrend Vs DEMA,3 days Bollinger,1 week MACD,1 week RSI,1 week KDJ,1 week EMA,1 week MA,1 week TSI,1 week SuperTrend Vs DEMA,1 week Bollinger,1 month MACD,1 month RSI,1 month KDJ,1 month EMA,1 month MA,1 month TSI,1 month SuperTrend Vs DEMA,1 month Bollinger
1 hour EMA,8/5/2023 23:00,MOVRUSDT,8/6/2023 22:01,0,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/3/2023 21:00,MOVRUSDT,8/4/2023 0:00,-1.028806584,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/25/2023 12:00,MOVRUSDT,7/26/2023 4:00,-0.411522634,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/19/2023 15:00,AXSUSDT,8/20/2023 16:00,-0.406504065,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,n,n,y,n,y,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/1/2023 21:00,MOVRUSDT,8/2/2023 12:00,-1.207243461,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/20/2023 21:00,AXSUSDT,8/21/2023 3:00,-0.60483871,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,y,y,y,n,n,y,y,n,y,y,y,n,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/23/2023 14:00,MOVRUSDT,7/24/2023 7:00,-2.755905512,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/30/2023 13:00,MOVRUSDT,7/30/2023 22:00,-3.313840156,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,n,y,y,n,y,n,n,y,n,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/6/2023 1:00,DOTUSDT,8/6/2023 16:00,-0.220883534,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,y,y,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/4/2023 15:00,DOTUSDT,8/4/2023 19:00,-1.132075472,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/13/2023 21:00,DOTUSDT,8/13/2023 23:00,-1.092353525,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,n,y,y,y,n,y,y,n,y,y,y,n,n,n,y,n,y,y,n,y,n,n,n,y,n,y,n,n,n,y,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/6/2023 17:00,DOTUSDT,8/7/2023 14:00,-0.240384615,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,n,y,y,n,y,n,y,y,n,n,y,y,n,n,y,n,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,y,y,n,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/14/2023 16:00,DOTUSDT,8/14/2023 19:00,-1.130503768,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,n,y,y,y,y,y,y,y,n,n,y,y,n,n,n,n,y,n,n,y,y,y,n,y,y,n,y,y,n,n,n,n,y,n,n,y,n,y,n,n,n,y,n,y,n,n,n,y,y,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/17/2023 8:00,ARUSDT,8/17/2023 21:00,-1.380670611,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/30/2023 0:00,MOVRUSDT,7/30/2023 5:00,-0.595238095,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,y,y,y,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/29/2023 0:00,MOVRUSDT,7/29/2023 16:00,-0.199203187,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,y,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/21/2023 4:00,MOVRUSDT,7/21/2023 7:00,-1.571709234,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 9:00,MOVRUSDT,7/27/2023 21:00,2.658486708,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,n,n,y,y,n,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,n,n,y,y,y,y,n,n,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/21/2023 15:00,MOVRUSDT,7/22/2023 12:00,-1.37524558,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/20/2023 11:00,MOVRUSDT,7/20/2023 16:00,-1.953125,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/8/2023 10:00,DOTUSDT,8/9/2023 19:00,0.863627234,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,y,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/10/2023 0:00,DOTUSDT,8/10/2023 6:00,-0.434868551,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,n,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/1/2023 19:00,DOTUSDT,8/2/2023 15:00,-1.360808709,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/12/2023 2:00,MOVRUSDT,8/12/2023 8:00,-0.779727096,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,n,n,y,y,y,n,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/9/2023 14:00,MOVRUSDT,8/9/2023 18:00,-1.353965184,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,n,y,y,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/9/2023 20:00,MOVRUSDT,8/10/2023 6:00,-3.766478343,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/10/2023 13:01,MOVRUSDT,8/10/2023 16:00,-1.340996169,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,n,n,y,n,y,y,y,y,y,n,n,n,y,y,n,n,y,y,n,y,y,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/6/2023 23:00,MOVRUSDT,8/8/2023 7:00,6.625258799,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,y,n,y,y,y,y,n,n,n,y,n,y,n,y,n,n,n,y,n,y,n,n,y,n,n,y,n,y,y,n,y,y,y,y,y,y,y,y,n,y,y,n,n,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/18/2023 0:00,MOVRUSDT,7/18/2023 9:00,-1.340996169,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/10/2023 21:00,MOVRUSDT,7/11/2023 0:01,-1.340996169,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/10/2023 9:00,MOVRUSDT,8/10/2023 10:00,-0.769230769,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,n,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,n,n,n,y,n,y,y,n,n,n,y,y,n,n,y,y,n,y,y,y,n,n,y,y,n,y,y,y,n,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 8:00,DOTUSDT,7/26/2023 10:00,-0.481139338,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/19/2023 6:00,DOTUSDT,7/19/2023 9:00,-1.428027418,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,y,n,y,n,y,n,n,y,y,y,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/15/2023 3:00,MOVRUSDT,8/16/2023 22:01,-2.626641651,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,n,n,y,y,n,y,y,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/9/2023 23:00,ARUSDT,8/10/2023 5:00,-1.704545455,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,y,n,n,y,y,y,n,y,y,n,y,n,y,y,n,n,y,y,n,n,y,y,y,n,y,y,n,n,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/12/2023 17:00,MOVRUSDT,8/14/2023 3:00,-0.761904762,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,n,n,y,n,y,n,y,n,n,n,y,n,y,n,y,y,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/7/2023 6:00,ARUSDT,8/7/2023 7:00,-1.325757576,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,y,n,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/12/2023 5:00,MOVRUSDT,7/13/2023 6:00,-0.572519084,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/29/2023 2:00,DOTUSDT,7/30/2023 11:00,-0.477099237,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,n,y,n,y,y,y,y,n,n,n,n,y,y,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,y,n,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/28/2023 15:00,DOTUSDT,7/28/2023 19:00,-0.817335107,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,n,n,n,y,y,n,n,y,y,n,y,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/18/2023 2:00,DOTUSDT,7/18/2023 7:00,-2.755539006,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,n,n,y,n,y,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,y,y,n,y,n,y,n,n,y,y,n,y,y,y,y,n,y,y,y,y,y,y,y,y,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/26/2023 13:00,DOTUSDT,7/27/2023 18:00,0.441713079,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,y,y,n,y,n,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,7/13/2023 9:00,MOVRUSDT,7/14/2023 19:00,-0.380952381,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,n,y,y,y,y,y,n,n,y,y,y,y,n,y,y,y,n,y,y,y,n,n,y,y,n,y,y,n,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/9/2023 13:00,ARUSDT,8/9/2023 20:00,-1.688555347,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,n,n,y,y,y,n,n,y,n,y,y,y,y,n,n,y,y,n,y,y,y,y,n,n,y,n,y,y,y,y,n,n,y,n,n,y,n,y,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
1 hour EMA,8/5/2023 19:00,ARUSDT,8/6/2023 12:00,-0.380228137,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y,y,y,y,n,n,y,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,y,n,n,n,n,y,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n
